Edad;Sexo;Unidad;Periodo;Total
Total;Mujeres;Porcentaje;2012T3;100
Total;Mujeres;Porcentaje;2012T2;100
Total;Mujeres;Porcentaje;2012T1;100
Total;Mujeres;Porcentaje;2011T4;100
Total;Mujeres;Porcentaje;2011T3;100
Total;Mujeres;Porcentaje;2011T2;100
Total;Mujeres;Porcentaje;2011T1;100
Total;Mujeres;Porcentaje;2010T4;100
Total;Mujeres;Porcentaje;2010T3;100
Total;Mujeres;Porcentaje;2010T2;100
Total;Mujeres;Porcentaje;2010T1;100
Total;Mujeres;Porcentaje;2009T4;100
Total;Mujeres;Porcentaje;2009T3;100
Total;Mujeres;Porcentaje;2009T2;100
Total;Mujeres;Porcentaje;2009T1;100
Total;Mujeres;Porcentaje;2008T4;100
Total;Mujeres;Porcentaje;2008T3;100
Total;Mujeres;Porcentaje;2008T2;100
Total;Mujeres;Porcentaje;2008T1;100
Total;Mujeres;Porcentaje;2007T4;100
Total;Mujeres;Porcentaje;2007T3;100
Total;Mujeres;Porcentaje;2007T2;100
Total;Mujeres;Porcentaje;2007T1;100
Total;Mujeres;Porcentaje;2006T4;100
Total;Mujeres;Porcentaje;2006T3;100
Total;Mujeres;Porcentaje;2006T2;100
Total;Mujeres;Porcentaje;2006T1;100
Total;Mujeres;Porcentaje;2005T4;100
Total;Mujeres;Porcentaje;2005T3;100
Total;Mujeres;Porcentaje;2005T2;100
Total;Mujeres;Porcentaje;2005T1;100
Total;Mujeres;Porcentaje;2004T4;100
Total;Mujeres;Porcentaje;2004T3;100
Total;Mujeres;Porcentaje;2004T2;100
Total;Mujeres;Porcentaje;2004T1;100
Total;Mujeres;Porcentaje;2003T4;100
Total;Mujeres;Porcentaje;2003T3;100
Total;Mujeres;Porcentaje;2003T2;100
Total;Mujeres;Porcentaje;2003T1;100
Total;Mujeres;Porcentaje;2002T4;100
Total;Mujeres;Porcentaje;2002T3;100
Total;Mujeres;Porcentaje;2002T2;100
Total;Mujeres;Porcentaje;2002T1;100
De 16 a 19 años;Ambos sexos;Valor absoluto;2026T1;111,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T4;76,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T3;139,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T2;127,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T1;104,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T4;116,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T3;149,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T2;148,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T1;116,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T4;118,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T3;148,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T2;124,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T1;115,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T4;109,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T3;143,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T2;147,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T1;117,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T4;120,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T3;141,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T2;144,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T1;115,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T4;131,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T3;150,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T2;108,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T1;116,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T4;114,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T3;130,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T2;128,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T1;123,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T4;120,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T3;137,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T2;139,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T1;132,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T4;140,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T3;150,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T2;141,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T1;134,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T4;137,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T3;146,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T2;147,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T1;143,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T4;155,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T3;185,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T2;177,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T1;170,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T4;168,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T3;183,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T2;171,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T1;169,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T4;201,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T3;232,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T2;205
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T1;206,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T4;194,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T3;242,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T2;236,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T1;214,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T4;208
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T3;238,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T2;220,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T1;216,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T4;219,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T3;245,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T2;259,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T1;233,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T4;220,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T3;263
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T2;266,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T1;258,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T4;228
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T3;230,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T2;224,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T1;172,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T4;164,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T3;169
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T2;165,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T1;141,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T4;165,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T3;149,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T2;170,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T1;149,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T4;144,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T3;159,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T2;171,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T1;158,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T4;139,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T3;154,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T2;150,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T1;150
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T4;155,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T3;165,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T2;169,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T1;160,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T4;156,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T3;162,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T2;145,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T1;144,5
De 16 a 19 años;Ambos sexos;Porcentaje;2026T1;4,1
De 16 a 19 años;Ambos sexos;Porcentaje;2025T4;3,1
De 16 a 19 años;Ambos sexos;Porcentaje;2025T3;5,3
De 16 a 19 años;Ambos sexos;Porcentaje;2025T2;5
De 16 a 19 años;Ambos sexos;Porcentaje;2025T1;3,7
De 16 a 19 años;Ambos sexos;Porcentaje;2024T4;4,5
De 16 a 19 años;Ambos sexos;Porcentaje;2024T3;5,4
De 16 a 19 años;Ambos sexos;Porcentaje;2024T2;5,4
De 16 a 19 años;Ambos sexos;Porcentaje;2024T1;3,9
De 16 a 19 años;Ambos sexos;Porcentaje;2023T4;4,1
De 16 a 19 años;Ambos sexos;Porcentaje;2023T3;5,1
De 16 a 19 años;Ambos sexos;Porcentaje;2023T2;4,4
De 16 a 19 años;Ambos sexos;Porcentaje;2023T1;3,6
De 16 a 19 años;Ambos sexos;Porcentaje;2022T4;3,6
De 16 a 19 años;Ambos sexos;Porcentaje;2022T3;4,7
De 16 a 19 años;Ambos sexos;Porcentaje;2022T2;4,9
De 16 a 19 años;Ambos sexos;Porcentaje;2022T1;3,6
De 16 a 19 años;Ambos sexos;Porcentaje;2021T4;3,8
De 16 a 19 años;Ambos sexos;Porcentaje;2021T3;4,1
De 16 a 19 años;Ambos sexos;Porcentaje;2021T2;4
De 16 a 19 años;Ambos sexos;Porcentaje;2021T1;3,1
De 16 a 19 años;Ambos sexos;Porcentaje;2020T4;3,5
De 16 a 19 años;Ambos sexos;Porcentaje;2020T3;4
De 16 a 19 años;Ambos sexos;Porcentaje;2020T2;3,2
De 16 a 19 años;Ambos sexos;Porcentaje;2020T1;3,5
De 16 a 19 años;Ambos sexos;Porcentaje;2019T4;3,6
De 16 a 19 años;Ambos sexos;Porcentaje;2019T3;4
De 16 a 19 años;Ambos sexos;Porcentaje;2019T2;4
De 16 a 19 años;Ambos sexos;Porcentaje;2019T1;3,7
De 16 a 19 años;Ambos sexos;Porcentaje;2018T4;3,6
De 16 a 19 años;Ambos sexos;Porcentaje;2018T3;4,1
De 16 a 19 años;Ambos sexos;Porcentaje;2018T2;4
De 16 a 19 años;Ambos sexos;Porcentaje;2018T1;3,5
De 16 a 19 años;Ambos sexos;Porcentaje;2017T4;3,7
De 16 a 19 años;Ambos sexos;Porcentaje;2017T3;4
De 16 a 19 años;Ambos sexos;Porcentaje;2017T2;3,6
De 16 a 19 años;Ambos sexos;Porcentaje;2017T1;3,2
De 16 a 19 años;Ambos sexos;Porcentaje;2016T4;3,2
De 16 a 19 años;Ambos sexos;Porcentaje;2016T3;3,4
De 16 a 19 años;Ambos sexos;Porcentaje;2016T2;3,2
De 16 a 19 años;Ambos sexos;Porcentaje;2016T1;3
De 16 a 19 años;Ambos sexos;Porcentaje;2015T4;3,2
De 16 a 19 años;Ambos sexos;Porcentaje;2015T3;3,8
De 16 a 19 años;Ambos sexos;Porcentaje;2015T2;3,4
De 16 a 19 años;Ambos sexos;Porcentaje;2015T1;3,1
De 16 a 19 años;Ambos sexos;Porcentaje;2014T4;3,1
De 16 a 19 años;Ambos sexos;Porcentaje;2014T3;3,4
De 16 a 19 años;Ambos sexos;Porcentaje;2014T2;3
De 16 a 19 años;Ambos sexos;Porcentaje;2014T1;2,9
De 16 a 19 años;Ambos sexos;Porcentaje;2013T4;3,4
De 16 a 19 años;Ambos sexos;Porcentaje;2013T3;3,9
De 16 a 19 años;Ambos sexos;Porcentaje;2013T2;3,4
De 16 a 19 años;Ambos sexos;Porcentaje;2013T1;3,3
De 16 a 19 años;Ambos sexos;Porcentaje;2012T4;3,2
De 16 a 19 años;Ambos sexos;Porcentaje;2012T3;4,2
De 16 a 19 años;Ambos sexos;Porcentaje;2012T2;4,1
De 16 a 19 años;Ambos sexos;Porcentaje;2012T1;3,8
De 16 a 19 años;Ambos sexos;Porcentaje;2011T4;3,9
De 16 a 19 años;Ambos sexos;Porcentaje;2011T3;4,8
De 16 a 19 años;Ambos sexos;Porcentaje;2011T2;4,6
De 16 a 19 años;Ambos sexos;Porcentaje;2011T1;4,4
De 16 a 19 años;Ambos sexos;Porcentaje;2010T4;4,7
De 16 a 19 años;Ambos sexos;Porcentaje;2010T3;5,4
De 16 a 19 años;Ambos sexos;Porcentaje;2010T2;5,6
De 16 a 19 años;Ambos sexos;Porcentaje;2010T1;5,1
De 16 a 19 años;Ambos sexos;Porcentaje;2009T4;5,1
De 16 a 19 años;Ambos sexos;Porcentaje;2009T3;6,4
De 16 a 19 años;Ambos sexos;Porcentaje;2009T2;6,4
De 16 a 19 años;Ambos sexos;Porcentaje;2009T1;6,4
De 16 a 19 años;Ambos sexos;Porcentaje;2008T4;7,1
De 16 a 19 años;Ambos sexos;Porcentaje;2008T3;8,9
De 16 a 19 años;Ambos sexos;Porcentaje;2008T2;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2008T1;7,9
De 16 a 19 años;Ambos sexos;Porcentaje;2007T4;8,5
De 16 a 19 años;Ambos sexos;Porcentaje;2007T3;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2007T2;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2007T1;7,6
De 16 a 19 años;Ambos sexos;Porcentaje;2006T4;9,1
De 16 a 19 años;Ambos sexos;Porcentaje;2006T3;8,5
De 16 a 19 años;Ambos sexos;Porcentaje;2006T2;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2006T1;7,7
De 16 a 19 años;Ambos sexos;Porcentaje;2005T4;7,8
De 16 a 19 años;Ambos sexos;Porcentaje;2005T3;9
De 16 a 19 años;Ambos sexos;Porcentaje;2005T2;8,7
De 16 a 19 años;Ambos sexos;Porcentaje;2005T1;7,5
De 16 a 19 años;Ambos sexos;Porcentaje;2004T4;6,4
De 16 a 19 años;Ambos sexos;Porcentaje;2004T3;7
De 16 a 19 años;Ambos sexos;Porcentaje;2004T2;6,7
De 16 a 19 años;Ambos sexos;Porcentaje;2004T1;6,5
De 16 a 19 años;Ambos sexos;Porcentaje;2003T4;6,8
De 16 a 19 años;Ambos sexos;Porcentaje;2003T3;7,4
De 16 a 19 años;Ambos sexos;Porcentaje;2003T2;7,6
De 16 a 19 años;Ambos sexos;Porcentaje;2003T1;6,9
De 16 a 19 años;Ambos sexos;Porcentaje;2002T4;7
De 16 a 19 años;Ambos sexos;Porcentaje;2002T3;7,4
De 16 a 19 años;Ambos sexos;Porcentaje;2002T2;6,9
De 16 a 19 años;Ambos sexos;Porcentaje;2002T1;6,7
De 16 a 19 años;Hombres;Valor absoluto;2026T1;65,6
De 16 a 19 años;Hombres;Valor absoluto;2025T4;47,4
De 16 a 19 años;Hombres;Valor absoluto;2025T3;61,2
De 16 a 19 años;Hombres;Valor absoluto;2025T2;71,2
De 16 a 19 años;Hombres;Valor absoluto;2025T1;60,2
De 16 a 19 años;Hombres;Valor absoluto;2024T4;55,7
De 16 a 19 años;Hombres;Valor absoluto;2024T3;79,2
De 16 a 19 años;Hombres;Valor absoluto;2024T2;83,4
De 16 a 19 años;Hombres;Valor absoluto;2024T1;68,3
De 16 a 19 años;Hombres;Valor absoluto;2023T4;68,2
De 16 a 19 años;Hombres;Valor absoluto;2023T3;84,7
De 16 a 19 años;Hombres;Valor absoluto;2023T2;70,6
De 16 a 19 años;Hombres;Valor absoluto;2023T1;66
De 16 a 19 años;Hombres;Valor absoluto;2022T4;66,8
De 16 a 19 años;Hombres;Valor absoluto;2022T3;82,3
De 16 a 19 años;Hombres;Valor absoluto;2022T2;82,2
De 16 a 19 años;Hombres;Valor absoluto;2022T1;61,1
De 16 a 19 años;Hombres;Valor absoluto;2021T4;67,2
De 16 a 19 años;Hombres;Valor absoluto;2021T3;77,5
De 16 a 19 años;Hombres;Valor absoluto;2021T2;76,3
De 16 a 19 años;Hombres;Valor absoluto;2021T1;64,4
De 16 a 19 años;Hombres;Valor absoluto;2020T4;68,7
De 16 a 19 años;Hombres;Valor absoluto;2020T3;83,8
De 16 a 19 años;Hombres;Valor absoluto;2020T2;62,4
De 16 a 19 años;Hombres;Valor absoluto;2020T1;70,5
De 16 a 19 años;Hombres;Valor absoluto;2019T4;65
De 16 a 19 años;Hombres;Valor absoluto;2019T3;71,8
De 16 a 19 años;Hombres;Valor absoluto;2019T2;71,6
De 16 a 19 años;Hombres;Valor absoluto;2019T1;61,5
De 16 a 19 años;Hombres;Valor absoluto;2018T4;67,7
De 16 a 19 años;Hombres;Valor absoluto;2018T3;78
De 16 a 19 años;Hombres;Valor absoluto;2018T2;78,8
De 16 a 19 años;Hombres;Valor absoluto;2018T1;76,3
De 16 a 19 años;Hombres;Valor absoluto;2017T4;79,7
De 16 a 19 años;Hombres;Valor absoluto;2017T3;90,7
De 16 a 19 años;Hombres;Valor absoluto;2017T2;80,5
De 16 a 19 años;Hombres;Valor absoluto;2017T1;79
De 16 a 19 años;Hombres;Valor absoluto;2016T4;72,8
De 16 a 19 años;Hombres;Valor absoluto;2016T3;80,7
De 16 a 19 años;Hombres;Valor absoluto;2016T2;84
De 16 a 19 años;Hombres;Valor absoluto;2016T1;86,8
De 16 a 19 años;Hombres;Valor absoluto;2015T4;84,4
De 16 a 19 años;Hombres;Valor absoluto;2015T3;103,7
De 16 a 19 años;Hombres;Valor absoluto;2015T2;97,5
De 16 a 19 años;Hombres;Valor absoluto;2015T1;95
De 16 a 19 años;Hombres;Valor absoluto;2014T4;85,9
De 16 a 19 años;Hombres;Valor absoluto;2014T3;95,5
De 16 a 19 años;Hombres;Valor absoluto;2014T2;97,8
De 16 a 19 años;Hombres;Valor absoluto;2014T1;94,5
De 16 a 19 años;Hombres;Valor absoluto;2013T4;113,1
De 16 a 19 años;Hombres;Valor absoluto;2013T3;125,6
De 16 a 19 años;Hombres;Valor absoluto;2013T2;113,9
De 16 a 19 años;Hombres;Valor absoluto;2013T1;123,2
De 16 a 19 años;Hombres;Valor absoluto;2012T4;107,9
De 16 a 19 años;Hombres;Valor absoluto;2012T3;135
De 16 a 19 años;Hombres;Valor absoluto;2012T2;132,8
De 16 a 19 años;Hombres;Valor absoluto;2012T1;118,3
De 16 a 19 años;Hombres;Valor absoluto;2011T4;119,5
De 16 a 19 años;Hombres;Valor absoluto;2011T3;138,5
De 16 a 19 años;Hombres;Valor absoluto;2011T2;125,1
De 16 a 19 años;Hombres;Valor absoluto;2011T1;124,1
De 16 a 19 años;Hombres;Valor absoluto;2010T4;123,3
De 16 a 19 años;Hombres;Valor absoluto;2010T3;139,8
De 16 a 19 años;Hombres;Valor absoluto;2010T2;148,8
De 16 a 19 años;Hombres;Valor absoluto;2010T1;139,9
De 16 a 19 años;Hombres;Valor absoluto;2009T4;136,7
De 16 a 19 años;Hombres;Valor absoluto;2009T3;153,3
De 16 a 19 años;Hombres;Valor absoluto;2009T2;163,6
De 16 a 19 años;Hombres;Valor absoluto;2009T1;147,9
De 16 a 19 años;Hombres;Valor absoluto;2008T4;127,3
De 16 a 19 años;Hombres;Valor absoluto;2008T3;123,3
De 16 a 19 años;Hombres;Valor absoluto;2008T2;111,2
De 16 a 19 años;Hombres;Valor absoluto;2008T1;89,7
De 16 a 19 años;Hombres;Valor absoluto;2007T4;84,4
De 16 a 19 años;Hombres;Valor absoluto;2007T3;83,5
De 16 a 19 años;Hombres;Valor absoluto;2007T2;84,1
De 16 a 19 años;Hombres;Valor absoluto;2007T1;68,9
De 16 a 19 años;Hombres;Valor absoluto;2006T4;80,4
De 16 a 19 años;Hombres;Valor absoluto;2006T3;72,3
De 16 a 19 años;Hombres;Valor absoluto;2006T2;77,6
De 16 a 19 años;Hombres;Valor absoluto;2006T1;75,8
De 16 a 19 años;Hombres;Valor absoluto;2005T4;72,6
De 16 a 19 años;Hombres;Valor absoluto;2005T3;79,2
De 16 a 19 años;Hombres;Valor absoluto;2005T2;86,4
De 16 a 19 años;Hombres;Valor absoluto;2005T1;87,2
De 16 a 19 años;Hombres;Valor absoluto;2004T4;73,7
De 16 a 19 años;Hombres;Valor absoluto;2004T3;91,1
De 16 a 19 años;Hombres;Valor absoluto;2004T2;80,4
De 16 a 19 años;Hombres;Valor absoluto;2004T1;78,7
De 16 a 19 años;Hombres;Valor absoluto;2003T4;83,4
De 16 a 19 años;Hombres;Valor absoluto;2003T3;85,4
De 16 a 19 años;Hombres;Valor absoluto;2003T2;91,7
De 16 a 19 años;Hombres;Valor absoluto;2003T1;86,7
De 16 a 19 años;Hombres;Valor absoluto;2002T4;85,6
De 16 a 19 años;Hombres;Valor absoluto;2002T3;91,4
De 16 a 19 años;Hombres;Valor absoluto;2002T2;74,3
De 16 a 19 años;Hombres;Valor absoluto;2002T1;74,9
De 16 a 19 años;Hombres;Porcentaje;2026T1;5,3
De 16 a 19 años;Hombres;Porcentaje;2025T4;4,1
De 16 a 19 años;Hombres;Porcentaje;2025T3;5,2
De 16 a 19 años;Hombres;Porcentaje;2025T2;5,9
De 16 a 19 años;Hombres;Porcentaje;2025T1;4,6
De 16 a 19 años;Hombres;Porcentaje;2024T4;4,5
De 16 a 19 años;Hombres;Porcentaje;2024T3;6,1
De 16 a 19 años;Hombres;Porcentaje;2024T2;6,4
De 16 a 19 años;Hombres;Porcentaje;2024T1;4,9
De 16 a 19 años;Hombres;Porcentaje;2023T4;5,1
De 16 a 19 años;Hombres;Porcentaje;2023T3;6,4
De 16 a 19 años;Hombres;Porcentaje;2023T2;5,4
De 16 a 19 años;Hombres;Porcentaje;2023T1;4,5
De 16 a 19 años;Hombres;Porcentaje;2022T4;4,6
De 16 a 19 años;Hombres;Porcentaje;2022T3;6
De 16 a 19 años;Hombres;Porcentaje;2022T2;5,9
De 16 a 19 años;Hombres;Porcentaje;2022T1;4
De 16 a 19 años;Hombres;Porcentaje;2021T4;4,5
De 16 a 19 años;Hombres;Porcentaje;2021T3;4,7
De 16 a 19 años;Hombres;Porcentaje;2021T2;4,6
De 16 a 19 años;Hombres;Porcentaje;2021T1;3,7
De 16 a 19 años;Hombres;Porcentaje;2020T4;4
De 16 a 19 años;Hombres;Porcentaje;2020T3;4,8
De 16 a 19 años;Hombres;Porcentaje;2020T2;3,7
De 16 a 19 años;Hombres;Porcentaje;2020T1;4,5
De 16 a 19 años;Hombres;Porcentaje;2019T4;4,3
De 16 a 19 años;Hombres;Porcentaje;2019T3;4,8
De 16 a 19 años;Hombres;Porcentaje;2019T2;4,7
De 16 a 19 años;Hombres;Porcentaje;2019T1;3,9
De 16 a 19 años;Hombres;Porcentaje;2018T4;4,3
De 16 a 19 años;Hombres;Porcentaje;2018T3;4,8
De 16 a 19 años;Hombres;Porcentaje;2018T2;4,7
De 16 a 19 años;Hombres;Porcentaje;2018T1;4,1
De 16 a 19 años;Hombres;Porcentaje;2017T4;4,4
De 16 a 19 años;Hombres;Porcentaje;2017T3;5
De 16 a 19 años;Hombres;Porcentaje;2017T2;4,2
De 16 a 19 años;Hombres;Porcentaje;2017T1;3,8
De 16 a 19 años;Hombres;Porcentaje;2016T4;3,5
De 16 a 19 años;Hombres;Porcentaje;2016T3;3,8
De 16 a 19 años;Hombres;Porcentaje;2016T2;3,7
De 16 a 19 años;Hombres;Porcentaje;2016T1;3,6
De 16 a 19 años;Hombres;Porcentaje;2015T4;3,5
De 16 a 19 años;Hombres;Porcentaje;2015T3;4,2
De 16 a 19 años;Hombres;Porcentaje;2015T2;3,8
De 16 a 19 años;Hombres;Porcentaje;2015T1;3,4
De 16 a 19 años;Hombres;Porcentaje;2014T4;3
De 16 a 19 años;Hombres;Porcentaje;2014T3;3,4
De 16 a 19 años;Hombres;Porcentaje;2014T2;3,3
De 16 a 19 años;Hombres;Porcentaje;2014T1;3
De 16 a 19 años;Hombres;Porcentaje;2013T4;3,6
De 16 a 19 años;Hombres;Porcentaje;2013T3;4
De 16 a 19 años;Hombres;Porcentaje;2013T2;3,6
De 16 a 19 años;Hombres;Porcentaje;2013T1;3,7
De 16 a 19 años;Hombres;Porcentaje;2012T4;3,4
De 16 a 19 años;Hombres;Porcentaje;2012T3;4,3
De 16 a 19 años;Hombres;Porcentaje;2012T2;4,3
De 16 a 19 años;Hombres;Porcentaje;2012T1;3,9
De 16 a 19 años;Hombres;Porcentaje;2011T4;4,2
De 16 a 19 años;Hombres;Porcentaje;2011T3;5,1
De 16 a 19 años;Hombres;Porcentaje;2011T2;4,8
De 16 a 19 años;Hombres;Porcentaje;2011T1;4,7
De 16 a 19 años;Hombres;Porcentaje;2010T4;4,8
De 16 a 19 años;Hombres;Porcentaje;2010T3;5,6
De 16 a 19 años;Hombres;Porcentaje;2010T2;5,8
De 16 a 19 años;Hombres;Porcentaje;2010T1;5,5
De 16 a 19 años;Hombres;Porcentaje;2009T4;5,7
De 16 a 19 años;Hombres;Porcentaje;2009T3;6,7
De 16 a 19 años;Hombres;Porcentaje;2009T2;7,1
De 16 a 19 años;Hombres;Porcentaje;2009T1;6,7
De 16 a 19 años;Hombres;Porcentaje;2008T4;7,5
De 16 a 19 años;Hombres;Porcentaje;2008T3;9,1
De 16 a 19 años;Hombres;Porcentaje;2008T2;9,3
De 16 a 19 años;Hombres;Porcentaje;2008T1;8,7
De 16 a 19 años;Hombres;Porcentaje;2007T4;9,4
De 16 a 19 años;Hombres;Porcentaje;2007T3;10,3
De 16 a 19 años;Hombres;Porcentaje;2007T2;10,6
De 16 a 19 años;Hombres;Porcentaje;2007T1;8,5
De 16 a 19 años;Hombres;Porcentaje;2006T4;10,4
De 16 a 19 años;Hombres;Porcentaje;2006T3;9,4
De 16 a 19 años;Hombres;Porcentaje;2006T2;9,7
De 16 a 19 años;Hombres;Porcentaje;2006T1;8,8
De 16 a 19 años;Hombres;Porcentaje;2005T4;8,7
De 16 a 19 años;Hombres;Porcentaje;2005T3;9,7
De 16 a 19 años;Hombres;Porcentaje;2005T2;9,4
De 16 a 19 años;Hombres;Porcentaje;2005T1;9,1
De 16 a 19 años;Hombres;Porcentaje;2004T4;7,8
De 16 a 19 años;Hombres;Porcentaje;2004T3;9,2
De 16 a 19 años;Hombres;Porcentaje;2004T2;8,1
De 16 a 19 años;Hombres;Porcentaje;2004T1;7,7
De 16 a 19 años;Hombres;Porcentaje;2003T4;8,2
De 16 a 19 años;Hombres;Porcentaje;2003T3;8,6
De 16 a 19 años;Hombres;Porcentaje;2003T2;9,5
De 16 a 19 años;Hombres;Porcentaje;2003T1;8,6
De 16 a 19 años;Hombres;Porcentaje;2002T4;8,6
De 16 a 19 años;Hombres;Porcentaje;2002T3;9,6
De 16 a 19 años;Hombres;Porcentaje;2002T2;8,4
De 16 a 19 años;Hombres;Porcentaje;2002T1;8
De 16 a 19 años;Mujeres;Valor absoluto;2026T1;46,4
De 16 a 19 años;Mujeres;Valor absoluto;2025T4;29,3
De 16 a 19 años;Mujeres;Valor absoluto;2025T3;78
De 16 a 19 años;Mujeres;Valor absoluto;2025T2;56,4
De 16 a 19 años;Mujeres;Valor absoluto;2025T1;44,1
De 16 a 19 años;Mujeres;Valor absoluto;2024T4;60,6
De 16 a 19 años;Mujeres;Valor absoluto;2024T3;69,9
